1570200545.0272894,0,19,0.7160974740982056
1570200552.9771748,0,39,0.7128528952598572
1570200562.0139325,0,59,0.820073127746582
1570200570.2137284,0,79,0.7298159003257751
1570200578.7722647,0,99,0.6919605731964111
1570200585.7340248,0,119,1.0267040729522705
1570200594.3199148,0,139,0.731441855430603
1570200602.5463555,0,159,0.8034725785255432
1570200609.8995543,0,179,0.6931852698326111
1570200619.5376158,0,199,0.7128224968910217
1570200627.622448,0,219,0.7865331172943115
1570200635.3144538,0,239,0.7455999255180359
1570200645.3005817,0,259,0.7951029539108276
1570200653.4680445,0,279,0.7109893560409546
1570200660.6386878,0,299,0.7419632077217102
1570200668.0386271,0,319,0.8420873880386353
1570200679.0717456,0,339,0.7022286057472229
1570200687.671993,0,359,0.7327293157577515
1570200696.4211102,0,379,0.7211496829986572
1570200705.4210033,0,399,0.7448638081550598
1570200713.473525,0,419,0.6942588090896606
1570200720.932614,0,439,0.7401953339576721
1570200729.4575412,0,459,0.8963013887405396
1570200736.3387558,0,479,0.7351626753807068
1570200744.9352357,0,499,0.7427107691764832
1570200752.8382819,0,519,0.7372572422027588
1570200761.9395146,0,539,0.7734216451644897
1570200769.0033805,0,559,0.7429984211921692
1570200777.3791842,0,579,0.6848515868186951
1570200786.3552833,0,599,0.7981532216072083
1570200793.343108,0,619,0.7736387252807617
1570200802.0762458,0,639,0.784713625907898
1570200810.876038,0,659,0.7924153208732605
1570200819.1868372,0,679,0.8310993909835815
1570200828.3825145,0,699,0.7050411701202393
1570200835.9661498,0,719,0.7074853777885437
1570200844.203372,0,739,0.7323675155639648
1570200853.2825058,0,759,0.7095994353294373
1570200862.0033252,0,779,0.7201694250106812
1570200870.3734465,0,799,0.7019994854927063
1570200879.109072,0,819,0.7646510004997253
1570200887.7198412,0,839,0.8538531064987183
1570200895.7577846,0,859,0.7541195750236511
1570200903.305581,0,879,0.6999104619026184
1570200911.8702679,0,899,0.7521112561225891
1570200920.2582603,0,919,0.7834182381629944
1570200928.1488445,0,939,0.7292667031288147
1570200935.048948,0,959,0.7170034050941467
1570200943.2084084,0,979,0.7088037133216858
1570200950.930031,0,999,0.7815954089164734
1570200958.7026665,0,1019,0.6986669898033142
1570200966.3544638,0,1039,0.7846612334251404
1570200973.7245362,0,1059,0.8251216411590576
1570200980.606757,0,1079,0.6800509691238403
1570200989.372525,0,1099,0.7395689487457275
1570200999.7966073,0,1119,0.7050760984420776
1570201010.0614307,0,1139,0.7397825121879578
1570201017.6538312,0,1159,0.6714381575584412
1570201025.422197,0,1179,0.7169092893600464
1570201033.1576507,0,1199,0.719819188117981
1570201040.8434982,0,1219,0.6839146018028259
1570201048.9867132,0,1239,0.7198479175567627
1570201057.7694058,0,1259,0.7484144568443298
1570201066.3950224,0,1279,0.7316066026687622
1570201075.3486426,0,1299,1.0261064767837524
1570201083.7955415,0,1319,0.7180901765823364
1570201093.2513764,0,1339,0.7571282386779785
1570201102.5595295,0,1359,0.7331963777542114
1570201111.1424143,0,1379,0.6984437704086304
1570201118.8694289,0,1399,0.7225935459136963
1570201126.3457236,0,1419,0.7158135175704956
1570201133.9095328,0,1439,0.7739052176475525
1570201142.6669757,0,1459,0.7391164898872375
